ir_raw,ir_ac,red_raw,bpm
63844.0,-35.1,78399.0,0.0
63863.0,-15.5,78432.0,0.0
63869.0,-9.1,78450.0,0.0
63860.0,-17.4,78433.0,0.0
63875.0,-2.3,78443.0,0.0
63899.0,20.8,78504.0,0.0
63897.0,18.1,78517.0,0.0
63910.0,29.8,78539.0,0.0
63931.0,48.8,78594.0,0.0
63950.0,65.1,78615.0,0.0
63950.0,62.5,78620.0,0.0
63936.0,46.6,78594.0,0.0
63869.0,-19.6,78478.0,0.0
63800.0,-85.1,78370.0,0.0
63793.0,-88.4,78330.0,0.0
63820.0,-58.9,78387.0,0.0
63835.0,-42.2,78426.0,0.0
63857.0,-19.4,78452.0,0.0
63868.0,-8.0,78495.0,0.0
63858.0,-17.3,78479.0,0.0
63855.0,-19.5,78478.0,0.0
63871.0,-3.4,78470.0,0.0
63875.0,0.6,78486.0,0.0
63893.0,17.9,78507.0,0.0
63898.0,21.9,78517.0,0.0
63915.0,37.4,78568.0,0.0
63932.0,52.2,78601.0,0.0
63939.0,56.8,78626.0,0.0
63924.0,40.2,78602.0,0.0
63860.0,-22.9,78498.0,0.0
63797.0,-82.4,78374.0,0.0
63753.0,-121.4,78252.0,0.0
63774.0,-96.4,78291.0,0.0
63802.0,-65.6,78302.0,0.0
63820.0,-45.7,78319.0,0.0
63849.0,-16.1,78385.0,0.0
63843.0,-21.2,78390.0,0.0
63832.0,-30.9,78372.0,0.0
63844.0,-18.1,78382.0,0.0
63876.0,13.3,78454.0,0.0
