ir_raw,ir_ac,red_raw,bpm
63878.0,14.7,78468.0,0.0
63898.0,33.3,78504.0,0.0
63918.0,51.2,78545.0,0.0
63921.0,52.0,78553.0,0.0
63935.0,63.4,78571.0,0.0
63943.0,68.5,78588.0,0.0
63917.0,40.8,78573.0,0.0
63845.0,-29.9,78436.0,0.0
63791.0,-80.6,78351.0,0.0
63791.0,-77.4,78364.0,0.0
63808.0,-57.9,78395.0,0.0
63822.0,-42.2,78398.0,0.0
63844.0,-19.4,78428.0,0.0
63852.0,-10.9,78450.0,0.0
63854.0,-8.6,78445.0,0.0
63848.0,-14.0,78429.0,0.0
63869.0,6.7,78451.0,0.0
63887.0,23.7,78484.0,0.0
63895.0,30.5,78517.0,0.0
63906.0,39.8,78537.0,0.0
63902.0,34.4,78525.0,0.0
63915.0,45.5,78556.0,0.0
63928.0,56.1,78574.0,0.0
63933.0,58.7,78597.0,0.0
63945.0,67.9,78608.0,0.0
63907.0,28.7,78547.0,0.0
63824.0,-52.1,78389.0,0.0
63784.0,-88.5,78312.0,0.0
63797.0,-72.4,78323.0,0.0
63818.0,-49.4,78368.0,0.0
63828.0,-37.8,78381.0,0.0
63848.0,-17.1,78423.0,0.0
63855.0,-9.7,78451.0,0.0
63842.0,-21.8,78446.0,0.0
63841.0,-21.9,78446.0,0.0
63858.0,-4.7,78474.0,0.0
63878.0,14.7,78500.0,0.0
63884.0,19.9,78518.0,0.0
63905.0,39.2,78550.0,0.0
63918.0,50.1,78582.0,0.0
63927.0,56.8,78601.0,0.0
63933.0,60.3,78622.0,0.0
63960.0,83.8,78679.0,0.0
63984.0,103.5,78728.0,0.0
63971.0,86.8,78726.0,0.0
63890.0,5.6,78598.0,0.0
63835.0,-47.4,78481.0,0.0
63833.0,-47.4,78472.0,0.0
63852.0,-27.3,78515.0,0.0
63880.0,0.7,78564.0,0.0
63894.0,14.1,78579.0,0.0
63899.0,18.3,78591.0,0.0
63900.0,18.6,78589.0,0.0
63891.0,9.2,78581.0,0.0
63902.0,19.4,78614.0,0.0
63926.0,41.6,78649.0,0.0
63934.0,47.6,78662.0,0.0
63943.0,54.4,78688.0,0.0
63958.0,66.6,78709.0,0.0
63965.0,70.7,78721.0,0.0
63964.0,66.9,78722.0,0.0
63978.0,77.6,78749.0,0.0
63978.0,74.5,78751.0,0.0
63984.0,77.3,78759.0,0.0
63974.0,64.6,78744.0,0.0
63895.0,-13.8,78599.0,0.0
63846.0,-60.3,78481.0,0.0
63851.0,-53.1,78472.0,0.0
63862.0,-40.4,78501.0,0.0
63877.0,-24.4,78541.0,0.0
63892.0,-9.0,78565.0,0.0
63893.0,-7.7,78573.0,0.0
63897.0,-3.5,78571.0,0.0
63889.0,-11.1,78567.0,0.0
63905.0,4.7,78596.0,0.0
63923.0,21.8,78621.0,0.0
63921.0,19.0,78627.0,0.0
63939.0,35.5,78655.0,0.0
63947.0,41.8,78673.0,0.0
63955.0,47.8,78691.0,0.0
63962.0,52.6,78693.0,0.0
63970.0,58.2,78719.0,0.0
63982.0,67.4,78739.0,0.0
63983.0,65.6,78753.0,0.0
63933.0,15.0,78682.0,0.0
63862.0,-53.7,78520.0,0.0
63846.0,-66.9,78475.0,0.0
63849.0,-61.4,78496.0,0.0
63872.0,-36.9,78523.0,0.0
63887.0,-21.0,78557.0,0.0
63896.0,-11.5,78570.0,0.0
63896.0,-11.0,78565.0,0.0
63885.0,-21.2,78562.0,0.0
63895.0,-10.7,78582.0,0.0
63905.0,-0.7,78603.0,0.0
63917.0,10.9,78616.0,0.0
63934.0,26.7,78661.0,0.0
63936.0,27.6,78682.0,0.0
63944.0,34.2,78718.0,0.0
63953.0,41.4,78719.0,0.0
63967.0,53.2,78752.0,0.0
63979.0,62.6,78780.0,0.0
63948.0,30.4,78735.0,0.0
63860.0,-55.3,78587.0,0.0
63809.0,-102.1,78454.0,0.0
63823.0,-84.6,78467.0,0.0
63835.0,-69.7,78483.0,0.0
63838.0,-64.0,78520.0,0.0
63860.0,-40.3,78553.0,0.0
63867.0,-32.0,78547.0,0.0
63861.0,-36.5,78545.0,0.0
63856.0,-39.8,78539.0,0.0
63872.0,-22.8,78544.0,0.0
63899.0,4.0,78582.0,0.0
63900.0,4.8,78575.0,0.0
63900.0,4.6,78573.0,0.0
63908.0,12.1,78592.0,0.0
63918.0,21.2,78624.0,0.0
63925.0,27.1,78630.0,0.0
63929.0,29.8,78631.0,0.0
63934.0,33.4,78624.0,0.0
63891.0,-9.2,78570.0,0.0
63824.0,-73.1,78437.0,0.0
63788.0,-104.8,78347.0,0.0
63790.0,-98.7,78339.0,0.0
63805.0,-80.3,78376.0,0.0
63817.0,-65.6,78410.0,0.0
63838.0,-42.8,78442.0,0.0
63847.0,-32.4,78469.0,0.0
63836.0,-41.7,78474.0,0.0
63843.0,-33.3,78490.0,0.0
63853.0,-22.4,78493.0,0.0
63874.0,-1.3,78514.0,0.0
63878.0,2.6,78522.0,0.0
63890.0,14.0,78551.0,0.0
63897.0,20.1,78569.0,0.0
63913.0,34.7,78597.0,0.0
63912.0,32.3,78601.0,0.0
63913.0,32.0,78612.0,0.0
63923.0,40.3,78622.0,0.0
63891.0,8.0,78589.0,0.0
63818.0,-62.4,78465.0,0.0
63772.0,-104.1,78345.0,0.0
63749.0,-122.0,78299.0,0.0
63771.0,-96.0,78315.0,0.0
63794.0,-70.1,78327.0,0.0
63829.0,-33.7,78363.0,0.0
63858.0,-4.5,78400.0,0.0
63873.0,10.1,78451.0,0.0
63876.0,12.6,78476.0,0.0
63883.0,18.8,78483.0,0.0
63898.0,32.4,78547.0,0.0
63886.0,19.6,78551.0,0.0
63876.0,9.2,78550.0,0.0
63884.0,16.6,78561.0,0.0
63892.0,23.6,78554.0,0.0
63914.0,43.8,78564.0,0.0
63933.0,60.2,78594.0,0.0
63926.0,51.1,78608.0,0.0
63874.0,-0.9,78557.0,0.0
63825.0,-47.9,78469.0,0.0
63783.0,-86.3,78377.0,0.0
63788.0,-78.0,78375.0,0.0
63819.0,-45.1,78425.0,0.0
63830.0,-32.8,78462.0,0.0
63833.0,-28.6,78469.0,0.0
63848.0,-13.0,78495.0,0.0
63839.0,-21.2,78479.0,0.0
63839.0,-20.3,78511.0,0.0
63837.0,-21.4,78502.0,0.0
63849.0,-9.0,78509.0,0.0
63852.0,-5.8,78525.0,0.0
63854.0,-3.6,78546.0,0.0
63867.0,9.0,78570.0,0.0
63870.0,11.5,78578.0,0.0
63879.0,19.7,78593.0,0.0
63885.0,24.7,78610.0,0.0
63845.0,-14.7,78601.0,0.0
63774.0,-82.3,78469.0,0.0
63716.0,-134.7,78350.0,0.0
63728.0,-117.8,78346.0,0.0
63757.0,-85.2,78394.0,0.0
63757.0,-81.8,78409.0,0.0
63755.0,-80.5,78391.0,0.0
63764.0,-68.6,78407.0,0.0
63767.0,-63.0,78414.0,0.0
63773.0,-54.7,78434.0,0.0
63794.0,-32.4,78457.0,0.0
63810.0,-15.7,78495.0,0.0
63820.0,-5.5,78508.0,0.0
63817.0,-8.1,78493.0,0.0
63835.0,9.5,78552.0,0.0
63835.0,9.1,78545.0,0.0
63850.0,23.1,78577.0,0.0
63879.0,50.0,78608.0,0.0
63868.0,37.5,78594.0,0.0
63806.0,-23.5,78507.0,0.0
63739.0,-86.9,78372.0,0.0
63715.0,-106.5,78325.0,0.0
63738.0,-80.1,78356.0,0.0
63759.0,-56.8,78412.0,0.0
63777.0,-37.2,78459.0,0.0
63781.0,-31.9,78490.0,0.0
63778.0,-33.5,78500.0,0.0
63761.0,-48.5,78510.0,0.0
63767.0,-40.8,78517.0,0.0
63781.0,-25.7,78525.0,0.0
63803.0,-3.6,78530.0,0.0
63818.0,11.0,78548.0,0.0
63829.0,21.1,78590.0,0.0
63828.0,19.3,78590.0,0.0
63828.0,18.5,78600.0,0.0
63838.0,27.4,78607.0,0.0
63852.0,39.7,78638.0,0.0
63805.0,-7.0,78609.0,0.0
63741.0,-68.1,78485.0,0.0
63714.0,-91.3,78408.0,0.0
63729.0,-73.3,78443.0,0.0
63758.0,-42.5,78476.0,0.0
63777.0,-22.6,78513.0,0.0
63790.0,-9.2,78527.0,0.0
63785.0,-13.6,78543.0,0.0
63787.0,-11.2,78565.0,0.0
63798.0,-0.2,78574.0,0.0
63812.0,13.3,78595.0,0.0
63822.0,22.4,78615.0,0.0
63830.0,29.1,78633.0,0.0
63842.0,39.5,78641.0,0.0
63843.0,38.9,78650.0,0.0
63841.0,35.4,78648.0,0.0
63859.0,51.3,78687.0,0.0
63859.0,49.2,78693.0,0.0
63800.0,-9.4,78609.0,0.0
63749.0,-58.0,78493.0,0.0
63745.0,-59.5,78470.0,0.0
63769.0,-34.1,78525.0,0.0
63796.0,-6.8,78596.0,0.0
63816.0,12.7,78642.0,0.0
63816.0,12.2,78639.0,0.0
63798.0,-5.6,78631.0,0.0
63786.0,-16.9,78613.0,0.0
63805.0,2.0,78620.0,0.0
63806.0,2.9,78576.0,0.0
63815.0,11.4,78570.0,0.0
63825.0,20.6,78599.0,0.0
63841.0,35.1,78651.0,0.0
63843.0,35.6,78646.0,0.0
63849.0,40.0,78671.0,0.0
63846.0,35.5,78695.0,0.0
63775.0,-34.1,78603.0,0.0
63720.0,-85.5,78501.0,0.0
63717.0,-85.0,78473.0,0.0
63761.0,-39.4,78535.0,0.0
63770.0,-29.1,78538.0,0.0
63790.0,-8.8,78575.0,0.0
63794.0,-4.6,78586.0,0.0
63786.0,-12.1,78613.0,0.0
63765.0,-31.8,78572.0,0.0
63785.0,-11.3,78599.0,0.0
63807.0,10.3,78641.0,0.0
63809.0,11.8,78623.0,0.0
63831.0,32.4,78678.0,0.0
63831.0,31.1,78705.0,0.0
63833.0,31.8,78701.0,0.0
63842.0,39.2,78714.0,0.0
63807.0,4.0,78685.0,0.0
63743.0,-57.6,78544.0,0.0
63696.0,-100.4,78407.0,0.0
63716.0,-77.2,78423.0,0.0
63738.0,-53.0,78458.0,0.0
63748.0,-41.3,78500.0,0.0
63766.0,-22.3,78533.0,0.0
63768.0,-19.5,78562.0,0.0
63744.0,-41.8,78539.0,0.0
63725.0,-58.3,78503.0,0.0
63748.0,-33.9,78505.0,0.0
63775.0,-6.6,78565.0,0.0
63781.0,-0.6,78600.0,0.0
63771.0,-10.2,78568.0,0.0
63777.0,-4.0,78558.0,0.0
63803.0,21.1,78609.0,0.0
63790.0,7.8,78591.0,0.0
63758.0,-23.3,78534.0,0.0
63706.0,-72.3,78429.0,0.0
63657.0,-116.4,78282.0,0.0
63683.0,-86.8,78313.0,0.0
63690.0,-76.6,78311.0,0.0
63707.0,-57.2,78362.0,0.0
63733.0,-30.0,78408.0,0.0
63713.0,-48.0,78379.0,0.0
63712.0,-47.0,78408.0,0.0
63710.0,-47.0,78408.0,0.0
63743.0,-13.5,78455.0,0.0
63795.0,37.0,78533.0,0.0
63804.0,44.1,78568.0,0.0
63822.0,59.7,78587.0,0.0
63844.0,78.4,78638.0,0.0
63851.0,82.0,78664.0,0.0
63863.0,90.2,78682.0,0.0
63868.0,91.4,78718.0,0.0
63827.0,48.4,78676.0,0.0
63736.0,-40.9,78502.0,0.0
63710.0,-64.2,78440.0,0.0
63730.0,-42.5,78476.0,0.0
63742.0,-29.2,78479.0,0.0
63776.0,4.6,78476.0,0.0
63798.0,25.5,78533.0,0.0
63782.0,9.1,78531.0,0.0
63768.0,-4.7,78509.0,0.0
63776.0,3.2,78561.0,0.0
63788.0,14.6,78584.0,0.0
63805.0,30.3,78607.0,0.0
63809.0,33.0,78630.0,0.0
63813.0,35.5,78642.0,0.0
63828.0,48.5,78666.0,0.0
63833.0,51.3,78676.0,0.0
63845.0,60.8,78719.0,0.0
63780.0,-4.0,78620.0,0.0
63720.0,-61.5,78497.0,0.0
63698.0,-80.1,78419.0,0.0
63720.0,-55.8,78436.0,0.0
63748.0,-26.7,78477.0,0.0
63761.0,-13.2,78472.0,0.0
63780.0,5.6,78531.0,0.0
63760.0,-13.8,78507.0,0.0
63756.0,-17.1,78506.0,0.0
63764.0,-8.7,78512.0,0.0
63780.0,7.0,78556.0,0.0
63818.0,43.2,78632.0,0.0
63823.0,46.2,78641.0,0.0
63835.0,55.9,78676.0,0.0
63850.0,68.1,78723.0,0.0
63864.0,78.8,78768.0,0.0
63863.0,74.7,78784.0,0.0
63811.0,21.8,78725.0,0.0
63751.0,-36.7,78614.0,0.0
63727.0,-58.3,78553.0,0.0
63756.0,-28.1,78572.0,0.0
63789.0,4.7,78640.0,0.0
63826.0,40.0,78694.0,0.0
63836.0,48.0,78720.0,0.0
63841.0,50.9,78747.0,0.0
63818.0,26.8,78733.0,0.0
63832.0,39.2,78746.0,0.0
63852.0,56.8,78776.0,0.0
63868.0,69.9,78799.0,0.0
63881.0,79.6,78813.0,0.0
63896.0,90.8,78832.0,0.0
63900.0,91.0,78854.0,0.0
63911.0,97.9,78880.0,0.0
63921.0,103.6,78900.0,0.0
63927.0,105.2,78919.0,0.0
63882.0,57.8,78871.0,0.0
63807.0,-16.5,78725.0,0.0
63788.0,-34.1,78680.0,0.0
63821.0,-1.0,78727.0,0.0
63852.0,28.8,78771.0,0.0
63876.0,50.7,78806.0,0.0
63894.0,65.9,78828.0,0.0
63887.0,56.6,78828.0,0.0
63871.0,38.9,78815.0,0.0
63874.0,40.3,78823.0,0.0
63896.0,59.8,78852.0,0.0
63915.0,75.6,78873.0,0.0
63917.0,74.5,78886.0,0.0
63923.0,77.3,78901.0,0.0
63942.0,92.4,78950.0,0.0
63955.0,101.2,78980.0,0.0
63958.0,100.0,78985.0,0.0
63957.0,95.1,78990.0,0.0
63962.0,96.1,78986.0,0.0
63948.0,78.8,78978.0,0.0
63860.0,-8.8,78839.0,0.0
63804.0,-62.2,78719.0,0.0
63816.0,-48.2,78702.0,0.0
63851.0,-12.7,78768.0,0.0
63864.0,0.3,78784.0,0.0
63884.0,19.5,78822.0,0.0
63892.0,26.4,78839.0,0.0
63883.0,16.7,78846.0,0.0
63846.0,-19.5,78761.0,0.0
63823.0,-40.8,78746.0,0.0
63818.0,-44.0,78745.0,0.0
63829.0,-31.7,78704.0,0.0
63855.0,-5.4,78725.0,0.0
63883.0,21.7,78749.0,0.0
63873.0,11.2,78755.0,0.0
63867.0,5.0,78828.0,0.0
63869.0,6.7,78845.0,0.0
63869.0,6.4,78824.0,0.0
63898.0,34.0,78857.0,0.0
63885.0,20.2,78837.0,0.0
63765.0,-95.8,78680.0,0.0
63729.0,-126.5,78619.0,0.0
63771.0,-81.2,78627.0,0.0
63809.0,-41.4,78640.0,0.0
63830.0,-19.6,78702.0,0.0
63829.0,-19.8,78750.0,0.0
63792.0,-54.5,78726.0,0.0
63789.0,-55.2,78689.0,0.0
63781.0,-60.7,78578.0,0.0
63796.0,-43.9,78629.0,0.0
63808.0,-30.6,78679.0,0.0
63825.0,-13.0,78662.0,0.0
63867.0,27.8,78686.0,0.0
63886.0,44.9,78697.0,0.0
63866.0,23.9,78748.0,0.0
63852.0,9.5,78833.0,0.0
63861.0,17.8,78878.0,0.0
63871.0,26.7,78827.0,0.0
63877.0,31.4,78792.0,0.0
63799.0,-44.8,78684.0,0.0
63754.0,-86.2,78576.0,0.0
63786.0,-52.0,78601.0,0.0
63830.0,-7.7,78678.0,0.0
63836.0,-1.6,78652.0,0.0
63842.0,4.2,78702.0,0.0
63830.0,-7.5,78724.0,0.0
63853.0,14.9,78711.0,0.0
63862.0,22.9,78718.0,0.0
63869.0,28.7,78756.0,0.0
63875.0,33.3,78830.0,0.0
63880.0,36.8,78877.0,0.0
63886.0,41.1,78878.0,0.0
63890.0,43.3,78869.0,0.0
63894.0,45.4,78893.0,0.0
63900.0,49.3,78926.0,0.0
63906.0,53.1,78934.0,0.0
63879.0,25.1,78908.0,0.0
63801.0,-50.8,78747.0,0.0
63780.0,-68.9,78652.0,0.0
63805.0,-42.2,78681.0,0.0
63841.0,-5.9,78744.0,0.0
63856.0,8.7,78777.0,0.0
63867.0,18.9,78830.0,0.0
63865.0,16.2,78847.0,0.0
63844.0,-4.6,78821.0,0.0
63836.0,-12.1,78801.0,0.0
63847.0,-1.0,78794.0,0.0
63865.0,16.3,78831.0,0.0
63869.0,19.5,78837.0,0.0
63870.0,19.7,78848.0,0.0
63904.0,51.5,78930.0,0.0
63914.0,59.1,78957.0,0.0
63921.0,63.4,78979.0,0.0
63860.0,2.3,78888.0,0.0
63779.0,-75.5,78705.0,0.0
63763.0,-87.9,78650.0,0.0
63784.0,-64.2,78695.0,0.0
63813.0,-33.8,78749.0,0.0
63834.0,-12.3,78787.0,0.0
63836.0,-9.9,78783.0,0.0
63837.0,-8.5,78804.0,0.0
63829.0,-15.8,78806.0,0.0
63824.0,-20.0,78798.0,0.0
63826.0,-17.3,78786.0,0.0
63846.0,2.6,78819.0,0.0
63850.0,6.3,78812.0,0.0
63854.0,9.9,78816.0,0.0
63866.0,21.0,78820.0,0.0
63894.0,47.1,78882.0,0.0
63836.0,-10.5,78801.0,0.0
63758.0,-84.9,78623.0,0.0
63733.0,-105.5,78498.0,0.0
63751.0,-84.0,78519.0,0.0
63760.0,-72.0,78549.0,0.0
63783.0,-47.1,78579.0,0.0
63815.0,-14.5,78637.0,0.0
63802.0,-26.4,78658.0,0.0
63792.0,-34.9,78682.0,0.0
63781.0,-44.1,78679.0,0.0
63788.0,-35.6,78694.0,0.0
63812.0,-11.1,78720.0,0.0
63825.0,1.8,78748.0,0.0
63837.0,13.2,78779.0,0.0
63840.0,15.6,78784.0,0.0
63859.0,33.2,78810.0,0.0
63852.0,25.2,78825.0,0.0
63774.0,-50.7,78707.0,0.0
63735.0,-86.1,78591.0,0.0
63727.0,-90.4,78568.0,0.0
63753.0,-61.8,78612.0,0.0
63757.0,-55.5,78656.0,0.0
63766.0,-44.6,78675.0,0.0
63784.0,-25.6,78701.0,0.0
63790.0,-18.8,78738.0,0.0
63774.0,-33.4,78716.0,0.0
63789.0,-17.7,78746.0,0.0
63800.0,-6.4,78766.0,0.0
63817.0,10.2,78798.0,0.0
63829.0,21.3,78829.0,0.0
63840.0,31.0,78854.0,0.0
63853.0,42.2,78882.0,0.0
63860.0,47.3,78893.0,0.0
63864.0,49.2,78912.0,0.0
63780.0,-33.4,78801.0,0.0
63723.0,-86.8,78682.0,0.0
63723.0,-83.3,78672.0,0.0
63749.0,-55.0,78698.0,0.0
63773.0,-29.8,78754.0,0.0
63792.0,-10.3,78788.0,0.0
63814.0,11.2,78799.0,0.0
63806.0,3.1,78821.0,0.0
63796.0,-6.7,78829.0,0.0
63802.0,-0.6,78824.0,0.0
63821.0,17.6,78856.0,0.0
63830.0,25.6,78858.0,0.0
63845.0,39.0,78879.0,0.0
63849.0,41.2,78888.0,0.0
63861.0,51.1,78911.0,0.0
63868.0,55.8,78917.0,0.0
63867.0,52.6,78910.0,0.0
63877.0,60.1,78931.0,0.0
63825.0,7.8,78851.0,0.0
63758.0,-56.9,78697.0,0.0
63740.0,-71.9,78624.0,0.0
63764.0,-46.0,78646.0,0.0
63794.0,-15.3,78709.0,0.0
63797.0,-11.8,78716.0,0.0
63813.0,4.0,78739.0,0.0
63806.0,-2.9,78752.0,0.0
63791.0,-17.2,78764.0,0.0
63798.0,-9.8,78780.0,0.0
63816.0,7.9,78797.0,0.0
63830.0,21.0,78820.0,0.0
63851.0,40.4,78862.0,0.0
63865.0,52.2,78902.0,95.2
63876.0,60.7,78932.0,95.2
63885.0,66.9,78953.0,95.2
63898.0,76.7,78990.0,95.2
63904.0,79.4,79021.0,95.2
63854.0,28.2,78950.0,95.2
63780.0,-44.0,78805.0,95.2
63753.0,-68.1,78733.0,95.2
63770.0,-49.1,78753.0,95.2
63794.0,-24.1,78793.0,95.2
63816.0,-2.0,78830.0,95.2
63836.0,17.3,78850.0,95.2
63831.0,11.8,78873.0,95.2
63839.0,19.0,78888.0,95.2
63840.0,19.2,78884.0,95.2
63852.0,29.9,78901.0,95.2
63867.0,43.1,78907.0,95.2
63876.0,50.1,78927.0,93.8
63885.0,56.7,78936.0,93.8
63902.0,70.8,78952.0,93.8
63906.0,71.8,78967.0,93.8
63912.0,74.7,78969.0,93.8
63922.0,81.3,78969.0,93.8
63877.0,34.8,78943.0,93.8
63798.0,-42.4,78777.0,93.8
63768.0,-69.5,78665.0,93.8
63774.0,-61.0,78674.0,93.8
63791.0,-42.2,78690.0,93.8
63801.0,-30.9,78708.0,93.8
63802.0,-28.7,78694.0,93.8
63815.0,-15.1,78697.0,93.8
63807.0,-22.2,78681.0,93.8
63808.0,-20.3,78674.0,93.8
63824.0,-4.2,78688.0,93.8
63830.0,1.8,78723.0,93.8
63845.0,16.1,78760.0,93.8
63838.0,8.7,78773.0,93.8
63835.0,5.5,78779.0,93.8
63832.0,2.4,78757.0,93.8
63853.0,22.5,78778.0,93.8
63854.0,22.5,78771.0,93.8
63793.0,-36.9,78647.0,93.8
63756.0,-71.0,78560.0,93.8
63758.0,-66.2,78538.0,93.8
63782.0,-40.5,78649.0,93.8
63832.0,9.1,78751.0,93.8
63846.0,22.2,78766.0,93.8
63858.0,32.8,78819.0,93.8
63849.0,22.8,78840.0,93.8
63833.0,6.6,78869.0,93.8
63854.0,26.5,78922.0,93.8
63862.0,33.1,78943.0,93.8
63873.0,42.3,78929.0,83.7
63889.0,56.0,78981.0,83.7
63903.0,67.2,79033.0,83.7
63910.0,71.2,79049.0,83.7
63908.0,66.5,79055.0,83.7
63825.0,-15.9,78904.0,83.7
63766.0,-71.9,78786.0,83.7
63769.0,-66.1,78778.0,83.7
63800.0,-33.7,78824.0,83.7
63820.0,-13.2,78849.0,83.7
63846.0,12.3,78902.0,83.7
63852.0,17.6,78951.0,83.7
63840.0,5.4,78949.0,83.7
63831.0,-3.5,78920.0,83.7
63849.0,13.9,78969.0,83.7
63860.0,23.9,78966.0,83.7
63853.0,16.2,78934.0,83.7
63863.0,25.2,78967.0,83.7
63876.0,36.7,78965.0,83.6
63897.0,55.4,79022.0,83.6
63873.0,30.1,78968.0,83.6
63814.0,-27.7,78840.0,83.6
63758.0,-80.4,78719.0,83.6
63746.0,-88.7,78672.0,83.6
63771.0,-61.1,78708.0,83.6
63779.0,-51.0,78730.0,83.6
63795.0,-33.6,78771.0,83.6
63811.0,-16.9,78823.0,83.6
63813.0,-14.3,78844.0,83.6
63803.0,-23.3,78839.0,83.6
63804.0,-21.4,78844.0,83.6
63830.0,4.4,78892.0,83.6
63856.0,29.2,78944.0,83.6
63858.0,29.9,78957.0,83.6
63868.0,38.3,78971.0,83.6
63887.0,55.0,79000.0,84.6
63897.0,62.4,79023.0,84.6
63898.0,60.9,79031.0,84.6
63821.0,-15.5,78894.0,84.6
63765.0,-68.6,78756.0,84.6
63768.0,-63.0,78733.0,84.6
63784.0,-45.1,78744.0,84.6
63800.0,-27.9,78780.0,84.6
63815.0,-12.4,78790.0,84.6
63823.0,-4.3,78803.0,84.6
63813.0,-13.7,78815.0,84.6
63806.0,-19.9,78775.0,84.6
63815.0,-10.4,78801.0,84.6
63829.0,3.4,78830.0,84.6
63850.0,23.5,78850.0,84.6
63850.0,22.5,78875.0,84.6
63871.0,41.8,78909.0,86.7
63884.0,52.6,78948.0,86.7
63882.0,48.6,78970.0,86.7
63894.0,58.1,78983.0,86.7
63893.0,54.9,78979.0,86.7
63853.0,14.3,78934.0,86.7
63777.0,-59.3,78737.0,86.7
63754.0,-79.0,78647.0,86.7
63788.0,-43.2,78695.0,86.7
63817.0,-13.6,78725.0,86.7
63839.0,8.1,78757.0,86.7
63857.0,25.0,78783.0,86.7
63840.0,7.7,78780.0,86.7
63825.0,-7.0,78765.0,86.7
63832.0,-0.0,78783.0,86.7
63848.0,15.3,78818.0,86.7
63862.0,28.2,78834.0,86.7
63875.0,39.5,78850.0,87.0
63867.0,30.3,78832.0,87.0
63882.0,43.4,78815.0,87.0
63923.0,81.1,78838.0,87.0
63931.0,85.5,78839.0,87.0
63946.0,96.5,78873.0,87.0
63931.0,78.2,78877.0,87.0
63822.0,-29.5,78710.0,87.0
63743.0,-104.2,78554.0,87.0
63750.0,-93.3,78573.0,87.0
63779.0,-61.7,78620.0,87.0
63801.0,-38.1,78651.0,87.0
63826.0,-12.6,78713.0,87.0
63835.0,-3.5,78740.0,87.0
63800.0,-36.9,78698.0,87.0
63800.0,-35.5,78724.0,87.0
63816.0,-18.7,78787.0,87.0
63813.0,-20.8,78782.0,87.0
63830.0,-3.7,78793.0,87.0
63852.0,17.6,78812.0,87.0
63856.0,20.7,78833.0,87.0
63867.0,30.5,78859.0,87.0
63863.0,25.4,78864.0,87.0
63868.0,29.2,78870.0,87.0
63879.0,38.6,78876.0,87.0
63819.0,-20.6,78769.0,87.0
63769.0,-67.7,78639.0,87.0
63771.0,-63.1,78590.0,87.0
63796.0,-36.6,78620.0,87.0
63821.0,-11.1,78663.0,87.0
63836.0,3.7,78700.0,87.0
63862.0,28.5,78741.0,87.0
63869.0,34.1,78781.0,87.0
63848.0,12.6,78764.0,87.0
63850.0,14.0,78771.0,87.0
63850.0,13.5,78783.0,87.0
63858.0,20.6,78801.0,87.0
63877.0,38.0,78827.0,87.0
63882.0,41.3,78836.0,87.0
63878.0,35.8,78844.0,87.0
63880.0,36.3,78855.0,87.0
63888.0,42.5,78851.0,87.0
63881.0,34.1,78818.0,87.0
63824.0,-22.0,78720.0,87.0
63769.0,-73.9,78583.0,87.0
63753.0,-86.3,78536.0,87.0
63789.0,-48.3,78595.0,87.0
63817.0,-19.5,78671.0,87.0
63833.0,-3.3,78718.0,87.0
63838.0,1.6,78728.0,87.0
63831.0,-5.2,78728.0,87.0
63814.0,-21.3,78706.0,87.0
63811.0,-23.3,78693.0,87.0
63828.0,-6.1,78725.0,87.0
63832.0,-2.0,78715.0,87.0
63856.0,21.1,78759.0,87.0
63863.0,27.0,78792.0,87.0
63852.0,15.4,78780.0,87.0
63881.0,42.6,78813.0,87.0
63876.0,36.1,78815.0,87.0
63814.0,-24.9,78696.0,87.0
63766.0,-70.0,78533.0,87.0
63747.0,-85.4,78520.0,87.0
63753.0,-76.2,78547.0,87.0
63784.0,-43.4,78597.0,87.0
63833.0,5.3,78636.0,87.0
63846.0,17.6,78666.0,87.0
63830.0,1.5,78688.0,87.0
63816.0,-12.0,78677.0,87.0
63816.0,-11.5,78702.0,87.0
63823.0,-4.3,78703.0,87.0
63838.0,10.3,78712.0,87.0
63838.0,9.9,78754.0,87.0
63839.0,10.4,78781.0,87.0
63852.0,22.5,78813.0,87.0
63852.0,21.6,78822.0,87.0
63853.0,21.7,78834.0,87.0
63795.0,-34.9,78724.0,87.0
63727.0,-98.7,78560.0,87.0
63724.0,-97.7,78521.0,87.0
63745.0,-73.6,78571.0,87.0
63779.0,-38.0,78651.0,87.0
63805.0,-11.5,78692.0,87.0
63812.0,-4.4,78728.0,87.0
63810.0,-6.1,78734.0,87.0
63789.0,-26.0,78695.0,87.0
63791.0,-23.1,78688.0,87.0
63824.0,9.5,78737.0,87.0
63846.0,30.3,78771.0,87.0
63854.0,36.8,78816.0,87.0
63858.0,39.1,78854.0,87.0
63863.0,42.4,78886.0,87.0
63863.0,40.7,78908.0,87.0
63858.0,34.2,78906.0,87.0
63823.0,-0.7,78853.0,87.0
63739.0,-81.3,78663.0,87.0
63713.0,-103.0,78580.0,87.0
63751.0,-62.4,78612.0,87.0
63786.0,-26.4,78666.0,87.0
63807.0,-5.1,78731.0,87.0
63835.0,21.9,78787.0,87.0
63824.0,10.5,78789.0,87.0
63813.0,-0.5,78777.0,87.0
63822.0,8.2,78791.0,87.0
63840.0,25.1,78804.0,87.0
63867.0,50.1,78836.0,76.0
63887.0,67.3,78874.0,76.0
63876.0,54.0,78892.0,76.0
63880.0,55.7,78943.0,76.0
63879.0,52.5,78946.0,76.0
